Booster_Doses_50Plus,prop_age8084,new_cases_50_min,new_deaths_10_max,PEOPLE_POSITIVE_NEW_CASES_COUNT,Vaccine_available,new_cases_10_max,new_deaths_100_max,income_support,new_cases_100_max,rainfall_mm,new_cases_30_lag,new_cases_350_lag,new_deaths_7_lag,new_cases_50_lag,international_travel_controls,new_cases_150_lag,new_deaths_3_lag,new_deaths_4_lag,new_deaths_1_lag,vaccination_policy,minimum_temperature_celsius,new_cases_3_lag,new_cases_1 lag,new_deaths_10_min,new_deaths_50_max,GDP_current_dollar,new_deaths_10_mean,debt_relief,new_cases_100_min,restrictions_on_internal_movement,restrictions_on_gatherings,new_hospitalized_patients,new_cases_50_max,PROVINCE_STATE_NAME,workplace_closing,school_closing,dew_point,vaccination_rate_1dose,new_deaths_50_min,Series_Complete_5Plus,new_deaths_50_lag,new_cases_10_mean,contact_tracing,new_deaths_30_lag,vaccination_rate_complete,new_cases_100_std,new_deaths_100_min,facial_coverings,Booster_Doses_5Plus,new_cases_7_lag
0.0,1.716469941143982,5.0,61.0,1178,0,1406.0,61.0,2.0,1406.0,4.1656,12.0,87.0,37.0,30.0,3.0,7815.0,41.0,37.0,35.0,0.0,4.194444,1228.0,1159.0,10.0,61.0,3068809392,32.5,2.0,5.0,2.0,4.0,0.0,1406.0,California,3.0,3.0,6.784722,0.0,0.0,0.0,9.0,1197.3,1.0,0.0,0.0,370.3943695439141,0.0,3.0,0.0,1162.0
0.0,1.716469941143982,5.0,61.0,1504,0,1504.0,61.0,2.0,1504.0,1.27,60.0,480.0,27.0,27.0,3.0,7840.0,28.0,41.0,61.0,0.0,6.833333,1406.0,1178.0,15.0,61.0,3068809392,37.4,2.0,5.0,2.0,4.0,0.0,1504.0,California,3.0,3.0,9.236111,0.0,0.0,0.0,6.0,1272.2,1.0,1.0,0.0,388.2165385555018,0.0,3.0,0.0,1274.0
0.0,1.716469941143982,5.0,61.0,1148,0,1504.0,61.0,2.0,1504.0,4.1148,7.0,374.0,34.0,105.0,3.0,0.0,35.0,28.0,59.0,0.0,8.144444,1159.0,1504.0,27.0,61.0,3068809392,40.1,2.0,5.0,2.0,4.0,0.0,1504.0,California,3.0,3.0,9.152778,0.0,0.0,0.0,0.0,1277.0,1.0,1.0,0.0,396.0115867858181,0.0,3.0,0.0,1333.0
0.0,1.716469941143982,5.0,61.0,1175,0,1504.0,61.0,2.0,1504.0,2.0828,23.0,392.0,37.0,183.0,3.0,8529.0,61.0,35.0,42.0,0.0,5.055556,1178.0,1148.0,27.0,61.0,3068809392,41.0,2.0,5.0,2.0,4.0,0.0,1504.0,California,3.0,3.0,8.222222,0.0,0.0,0.0,6.0,1278.3,1.0,1.0,0.0,403.49222652812233,0.0,3.0,0.0,1378.0
0.0,1.716469941143982,5.0,61.0,1055,0,1504.0,61.0,2.0,1504.0,0.0,50.0,302.0,41.0,145.0,3.0,7347.0,59.0,61.0,46.0,0.0,6.191358,1504.0,1175.0,28.0,61.0,3068809392,42.1,2.0,5.0,2.0,4.0,0.0,1504.0,California,3.0,3.0,10.0,0.0,0.0,0.0,6.0,1256.4,1.0,0.0,0.0,409.14716660308017,0.0,3.0,0.0,1228.0
0.0,1.716469941143982,5.0,61.0,902,0,1504.0,61.0,2.0,1504.0,0.0,68.0,0.0,28.0,159.0,3.0,10281.0,42.0,59.0,38.0,0.0,8.851852,1148.0,1055.0,28.0,61.0,3068809392,43.1,2.0,5.0,2.0,4.0,0.0,1504.0,California,3.0,3.0,11.840278,0.0,0.0,0.0,3.0,1213.3,1.0,1.0,0.0,412.5878051634969,0.0,3.0,0.0,1406.0
0.0,1.716469941143982,5.0,61.0,1011,0,1504.0,61.0,2.0,1504.0,0.0,61.0,0.0,35.0,78.0,3.0,12465.0,46.0,42.0,44.0,0.0,9.388889,1175.0,902.0,28.0,61.0,3068809392,44.3,2.0,5.0,2.0,4.0,0.0,1504.0,California,3.0,3.0,11.298611,0.0,0.0,0.0,0.0,1176.6,1.0,0.0,0.0,417.5234462658988,0.0,3.0,0.0,1159.0
0.0,1.716469941143982,5.0,61.0,1424,0,1504.0,61.0,2.0,1504.0,0.0,97.0,955.0,61.0,50.0,3.0,9761.0,38.0,46.0,49.0,0.0,7.888889,1055.0,1011.0,28.0,61.0,3068809392,45.5,2.0,5.0,2.0,4.0,0.0,1504.0,California,3.0,3.0,9.243056,0.0,0.0,0.0,2.0,1196.2,1.0,1.0,0.0,429.6627354827982,0.0,3.0,0.0,1178.0
0.0,1.716469941143982,5.0,107.0,1349,0,1504.0,107.0,2.0,1504.0,0.0,110.0,470.0,59.0,40.0,3.0,10899.0,44.0,38.0,53.0,0.0,7.283951,902.0,1424.0,35.0,107.0,3068809392,53.4,2.0,5.0,2.0,4.0,0.0,1504.0,California,3.0,3.0,7.118056,0.0,0.0,0.0,2.0,1190.5,1.0,5.0,0.0,440.370460550191,0.0,3.0,0.0,1504.0
0.0,1.716469941143982,5.0,107.0,1035,0,1504.0,107.0,2.0,1504.0,0.0,144.0,687.0,42.0,204.0,3.0,5142.0,49.0,44.0,107.0,0.0,8.703704,1011.0,1349.0,38.0,107.0,3068809392,58.5,2.0,5.0,2.0,4.0,0.0,1504.0,California,3.0,3.0,8.597222,0.0,0.0,0.0,2.0,1178.1,1.0,3.0,0.0,444.9853435333919,0.0,3.0,0.0,1148.0
0.0,1.716469941143982,5.0,107.0,1256,0,1504.0,107.0,2.0,1504.0,0.0,161.0,694.0,46.0,154.0,3.0,3328.0,53.0,49.0,86.0,0.0,10.481481,1424.0,1035.0,38.0,107.0,3068809392,60.3,2.0,5.0,2.0,4.0,0.0,1504.0,California,3.0,3.0,10.291667,0.0,0.0,0.0,2.0,1185.9,1.0,3.0,0.0,453.1963447211614,0.0,3.0,0.0,1175.0
0.0,1.716469941143982,5.0,107.0,1431,0,1431.0,107.0,2.0,1504.0,0.762,174.0,493.0,38.0,186.0,3.0,3111.0,107.0,53.0,79.0,0.0,12.055556,1349.0,1256.0,38.0,107.0,3068809392,64.0,2.0,5.0,2.0,4.0,0.0,1504.0,California,3.0,3.0,10.930556,0.0,0.0,0.0,4.0,1178.6,1.0,2.0,0.0,464.56199105747817,0.0,3.0,0.0,1055.0
0.0,1.716469941143982,5.0,107.0,715,0,1431.0,107.0,2.0,1504.0,1.100667,216.0,0.0,44.0,135.0,3.0,13441.0,86.0,107.0,96.0,0.0,10.37037,1035.0,1431.0,30.0,107.0,3068809392,62.8,2.0,5.0,2.0,4.0,0.0,1504.0,California,3.0,3.0,10.534722,0.0,0.0,0.0,4.0,1135.3,1.0,5.0,0.0,465.4683830900876,0.0,3.0,0.0,902.0
0.0,1.716469941143982,5.0,107.0,2318,0,2318.0,107.0,2.0,2318.0,0.0,261.0,0.0,49.0,5.0,3.0,10160.0,79.0,86.0,30.0,0.0,10.617284,1256.0,715.0,30.0,107.0,3068809392,62.9,2.0,5.0,2.0,4.0,0.0,2318.0,California,3.0,3.0,9.972222,0.0,0.0,0.0,0.0,1249.6,1.0,4.0,0.0,502.3828564395678,0.0,3.0,0.0,1011.0
0.0,1.716469941143982,7.0,107.0,1982,0,2318.0,107.0,2.0,2318.0,0.592667,306.0,1246.0,53.0,5.0,3.0,8908.0,96.0,79.0,47.0,0.0,8.62963,1431.0,2318.0,30.0,107.0,3068809392,68.4,2.0,5.0,2.0,4.0,0.0,2318.0,California,3.0,3.0,9.340278,0.0,0.0,0.0,0.0,1342.3,1.0,7.0,0.0,525.6502040041761,0.0,3.0,0.0,1424.0
0.0,1.716469941143982,7.0,109.0,1729,0,2318.0,109.0,2.0,2318.0,0.0,388.0,268.0,107.0,7.0,3.0,7906.0,30.0,96.0,93.0,0.0,8.839506,715.0,1982.0,30.0,109.0,3068809392,74.9,2.0,5.0,2.0,4.0,0.0,2318.0,California,3.0,3.0,10.145833,0.0,0.0,0.0,0.0,1425.0,1.0,4.0,0.0,540.8932645506862,0.0,3.0,0.0,1349.0
0.0,1.716469941143982,7.0,123.0,1961,0,2318.0,123.0,2.0,2318.0,0.0,406.0,989.0,86.0,10.0,3.0,3723.0,47.0,30.0,109.0,0.0,11.018519,2318.0,1729.0,30.0,123.0,3068809392,82.3,2.0,5.0,2.0,4.0,0.0,2318.0,California,3.0,3.0,12.152778,0.0,0.0,0.0,1.0,1520.0,1.0,13.0,0.0,560.9678735466499,0.0,3.0,0.0,1035.0
0.0,1.716469941143982,7.0,123.0,1834,0,2318.0,123.0,2.0,2318.0,0.0,539.0,1191.0,79.0,12.0,3.0,3176.0,93.0,47.0,123.0,0.0,12.092593,1982.0,1961.0,30.0,123.0,3068809392,84.1,2.0,5.0,2.0,4.0,0.0,2318.0,California,3.0,3.0,9.888889,0.0,0.0,0.0,0.0,1561.0,1.0,16.0,0.0,576.9511306615598,0.0,3.0,0.0,1256.0
